F61,F77,F88,F70,
1,1739,1636,2256,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
1,1739,1636,2256,
1,1739,1636,2256,
2,2915,1840,3432,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
1,1739,1636,2256,
0,9661,3774,10178,
1,1739,1636,2256,
0,9661,3774,10178,
1,1739,1636,2256,
80,1747,1644,2264,
50,1467,1583,1984,
50,1467,1583,1984,
25,1067,1367,1584,
80,1747,1644,2264,
10,1747,1644,2264,
10,1747,1644,2264,
8,1726,1631,2243,
8,1726,1631,2243,
1,411,550,928,
1,1069,1367,1586,
1,1069,1367,1586,
1,1069,1367,1586,
1,1069,1367,1586,
1,547,826,1064,
0,597,861,1114,
0,597,861,1114,
0,597,861,1114,
5,1148,1440,1665,
5,1148,1440,1665,
22,1893,1674,2410,
22,1893,1674,2410,
22,1893,1674,2410,
22,1893,1674,2410,
5,569,838,1086,
8,1168,1445,1685,
7,1148,1440,1665,
7,1148,1440,1665,
7,1148,1440,1665,
5,1934,1681,2451,
0,2062,1694,2579,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
3,1894,1674,2411,
3,1894,1674,2411,
1,1071,1369,1588,
1,1071,1369,1588,
0,1456,1581,1973,
10,1775,1650,2292,
12,1892,1674,2409,
4,1776,1651,2293,
4,1776,1651,2293,
3,1335,1541,1852,
47,1926,1679,2443,
47,1926,1679,2443,
3,113,225,630,
3,113,225,630,
16,1366,1552,1883,
22,1414,1569,1931,
1,6,37,523,
22,7682,3118,8199,
281,9263,3431,9780,
7,1589,1603,2106,
7,1589,1603,2106,
18,9265,3431,9782,
30,3625,2240,4142,
30,3625,2240,4142,
30,3625,2240,4142,
17,2298,1735,2815,
5,1284,1527,1801,
5,1284,1527,1801,
5,1284,1527,1801,
28,7725,3124,8242,
13,8206,3171,8723,
33,7725,3124,8242,
51,9265,3431,9782,
8,1525,1594,2042,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
25,1312,1533,1829,
25,1312,1533,1829,
25,1312,1533,1829,
25,1312,1533,1829,
43,1538,1595,2055,
9,1531,1595,2048,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
3,1322,1538,1839,
21,1528,1595,2045,
3,1322,1538,1839,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
74,7088,3059,7605,
0,9661,3774,10178,
17,7724,3123,8241,
17,7724,3123,8241,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
6,3318,2010,3835,
10,5028,2757,5545,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
16,1619,1611,2136,
9,1213,1499,1730,
30,4972,2729,5489,
30,4972,2729,5489,
3,567,836,1084,
103,2704,1776,3221,
30,3335,2018,3852,
30,3335,2018,3852,
15,1377,1555,1894,
20,1840,1664,2357,
20,1840,1664,2357,
281,9263,3431,9780,
0,1383,1557,1900,
0,1383,1557,1900,
20,9263,3431,9780,
176,6443,3015,6960,
130,3469,2153,3986,
155,5112,2828,5629,
130,3469,2153,3986,
130,3469,2153,3986,
138,3649,2253,4166,
138,3649,2253,4166,
138,3649,2253,4166,
124,3253,1944,3770,
126,3261,1968,3778,
159,5199,2871,5716,
138,3649,2253,4166,
138,3649,2253,4166,
138,3649,2253,4166,
19,5112,2828,5629,
22,7016,3049,7533,
23,3613,2224,4130,
23,3613,2224,4130,
48,7028,3051,7545,
23,3613,2224,4130,
19,1575,1602,2092,
25,1786,1655,2303,
5,817,1189,1334,
2,1305,1532,1822,
8,6635,3022,7152,
78,9268,3431,9785,
8,1919,1677,2436,
2,1792,1655,2309,
10,1142,1438,1659,
7,2474,1760,2991,
78,9268,3431,9785,
78,9268,3431,9785,
16,6887,3033,7404,
16,3611,2223,4128,
16,3611,2223,4128,
39,7028,3051,7545,
11,3253,1944,3770,
11,3253,1944,3770,
11,3253,1944,3770,
11,3253,1944,3770,
13,5112,2828,5629,
13,5112,2828,5629,
13,5112,2828,5629,
13,5112,2828,5629,
13,5112,2828,5629,
11,5112,2828,5629,
12,4044,2476,4561,
10,4044,2476,4561,
11,4044,2476,4561,
11,4044,2476,4561,
12,4044,2476,4561,
12,4044,2476,4561,
13,4044,2476,4561,
8,3897,2378,4414,
9,1444,1575,1961,
9,1444,1575,1961,
9,1444,1575,1961,
9,1444,1575,1961,
3,1444,1575,1961,
6,1444,1575,1961,
19,6636,3022,7153,
19,6636,3022,7153,
2,1153,1440,1670,
3,1300,1531,1817,
3,1300,1531,1817,
6,1352,1548,1869,
10,1671,1621,2188,
12,2484,1761,3001,
12,2484,1761,3001,
8,2296,1735,2813,
12,2484,1761,3001,
12,2484,1761,3001,
12,2484,1761,3001,
12,2484,1761,3001,
20,1786,1655,2303,
11,665,1041,1182,
14,897,1225,1414,
28,897,1225,1414,
3,360,431,877,
3,360,431,877,
5,897,1225,1414,
6,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
25,1769,1648,2286,
25,1769,1648,2286,
25,1769,1648,2286,
25,1769,1648,2286,
25,1769,1648,2286,
5,1769,1648,2286,
5,1769,1648,2286,
5,1769,1648,2286,
5,1769,1648,2286,
5,1769,1648,2286,
2,1460,1582,1977,
4,1722,1629,2239,
9,1769,1648,2286,
9,1769,1648,2286,
9,1769,1648,2286,
9,1769,1648,2286,
9,1769,1648,2286,
1,1769,1648,2286,
2,1769,1648,2286,
1,1435,1573,1952,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1769,1648,2286,
2,1435,1573,1952,
2,1769,1648,2286,
1,1769,1648,2286,
1,1769,1648,2286,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
6,1575,1602,2092,
5,1434,1573,1951,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
18,7704,3120,8221,
0,9661,3774,10178,
24,7720,3123,8237,
24,7720,3123,8237,
24,7720,3123,8237,
24,7720,3123,8237,
0,9661,3774,10178,
9,1340,1542,1857,
0,792,1158,1309,
6,1082,1373,1599,
9,1340,1542,1857,
9,1340,1542,1857,
3,1340,1542,1857,
3,1341,1542,1858,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
10,1560,1599,2077,
6,2284,1734,2801,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,6357,3011,6874,
1,6427,3014,6944,
11,6427,3014,6944,
10,6357,3011,6874,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
0,9661,3774,10178,
