F61,F77,F88,F70,
34,1127,238,4277,
543,8289,1546,11439,
34,1127,238,4277,
33,1125,238,4275,
68,1723,335,4873,
68,1723,335,4873,
903,10625,2130,13775,
903,10625,2130,13775,
903,10625,2130,13775,
33,2286,457,5436,
24,1906,379,5056,
9,1217,247,4367,
9,1217,247,4367,
9,1217,247,4367,
9,1217,247,4367,
9,1217,247,4367,
9,1217,247,4367,
28,2022,411,5172,
25,1905,379,5055,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
197,10587,2105,13737,
22,8185,1527,11335,
43,8882,1656,12032,
5,591,142,3741,
12,1748,338,4898,
24,7730,1443,10880,
6,2797,554,5947,
6,2797,554,5947,
93,7130,1375,10280,
93,7130,1375,10280,
10,5489,1127,8639,
4,3063,607,6213,
13,6589,1297,9739,
8,1597,319,4747,
54,5324,1093,8474,
26,3446,681,6596,
1,110,41,3260,
1,110,41,3260,
1,110,41,3260,
1,110,41,3260,
1,110,41,3260,
1,110,41,3260,
21,5324,1093,8474,
21,5324,1093,8474,
21,5324,1093,8474,
21,5324,1093,8474,
21,5324,1093,8474,
11,1933,390,5083,
231,10625,2130,13775,
0,14,12,3164,
231,10625,2130,13775,
231,10625,2130,13775,
32,2773,552,5923,
12,1905,379,5055,
17,2773,552,5923,
17,2773,552,5923,
17,2773,552,5923,
17,2773,552,5923,
17,2773,552,5923,
17,2773,552,5923,
6,2773,552,5923,
20,963,210,4113,
13,7923,1481,11073,
3,1905,379,5055,
24,10289,2032,13439,
2,2773,552,5923,
18,6210,1232,9360,
20,6676,1316,9826,
17,8882,1656,12032,
17,2389,474,5539,
6,729,159,3879,
17,2389,474,5539,
17,2389,474,5539,
32,10625,2130,13775,
4,1678,328,4828,
7,2533,505,5683,
2,1217,247,4367,
39,7233,1388,10383,
0,1217,247,4367,
0,1217,247,4367,
7,1906,379,5056,
5,1905,379,5055,
5,1905,379,5055,
21,3636,729,6786,
21,3636,729,6786,
21,3636,729,6786,
13,2849,561,5999,
42,7664,1437,10814,
21,5785,1175,8935,
21,5785,1175,8935,
58,10309,2051,13459,
30,5785,1175,8935,
10,3636,729,6786,
7,369,105,3519,
1,2773,552,5923,
1,2773,552,5923,
4,1948,394,5098,
2,334,92,3484,
129,9377,1784,12527,
13,1639,323,4789,
133,9393,1786,12543,
9,2389,474,5539,
5,1115,237,4265,
38,4861,996,8011,
38,4861,996,8011,
14,2046,420,5196,
72,8882,1656,12032,
81,9378,1785,12528,
11,1948,394,5098,
11,1948,394,5098,
11,1948,394,5098,
11,1948,394,5098,
11,1948,394,5098,
2,1723,335,4873,
11,6537,1290,9687,
11,6537,1290,9687,
11,1648,326,4798,
1,77,30,3227,
5,441,116,3591,
10,3200,631,6350,
430,10625,2130,13775,
75,3091,610,6241,
215,6623,1305,9773,
215,6623,1305,9773,
61,2533,505,5683,
215,6623,1305,9773,
100,6166,1223,9316,
19,2522,503,5672,
70,6620,1305,9770,
2,252,76,3402,
1,252,76,3402,
1,252,76,3402,
1,252,76,3402,
20,1905,379,5055,
76,6166,1223,9316,
76,6166,1223,9316,
13,4012,811,7162,
0,10625,2130,13775,
6,10625,2130,13775,
47,4481,915,7631,
6,1217,247,4367,
47,4481,915,7631,
16,2098,428,5248,
12,4246,851,7396,
2,165,56,3315,
7,1906,379,5056,
2,842,184,3992,
2,842,184,3992,
2,842,184,3992,
11,1905,379,5055,
1,842,184,3992,
1,842,184,3992,
1,1906,379,5056,
4,1906,379,5056,
9,1906,379,5056,
9,1906,379,5056,
1,842,184,3992,
4,1906,379,5056,
1,1906,379,5056,
2,1906,379,5056,
23,4533,926,7683,
6,1906,379,5056,
6,1906,379,5056,
50,4533,926,7683,
104,10209,2000,13359,
13,2411,477,5561,
13,2411,477,5561,
13,2411,477,5561,
19,3231,636,6381,
17,3197,631,6347,
1,593,141,3743,
19,3231,636,6381,
13,1944,394,5094,
0,10625,2130,13775,
18,5015,1036,8165,
39,10188,1989,13338,
39,10188,1989,13338,
17,6543,1290,9693,
42,10184,1989,13334,
10,1550,312,4700,
10,1550,312,4700,
24,4415,900,7565,
24,4415,900,7565,
1,1069,226,4219,
1,1069,226,4219,
1,1069,226,4219,
1,1069,226,4219,
6,4415,900,7565,
42,6793,1332,9943,
26,6793,1332,9943,
17,3947,799,7097,
23,7861,1471,11011,
26,6543,1290,9693,
11,6076,1212,9226,
15,6543,1290,9693,
20,6793,1332,9943,
20,6793,1332,9943,
20,6793,1332,9943,
23,6793,1332,9943,
21,5281,1084,8431,
21,5281,1084,8431,
3,4415,900,7565,
15,6543,1290,9693,
0,141,50,3291,
6,4534,928,7684,
10,6035,1209,9185,
36,8725,1618,11875,
34,10130,1976,13280,
0,141,50,3291,
0,141,50,3291,
21,4415,900,7565,
27,8834,1637,11984,
48,10188,1989,13338,
0,141,50,3291,
0,141,50,3291,
22,4415,900,7565,
19,6794,1332,9944,
27,7310,1394,10460,
0,141,50,3291,
21,4415,900,7565,
55,10130,1976,13280,
6,2742,541,5892,
5,1036,223,4186,
44,10188,1989,13338,
32,10188,1989,13338,
5,1201,245,4351,
7,2062,422,5212,
31,8361,1556,11511,
1,161,56,3311,
1,161,56,3311,
2,189,58,3339,
2,189,58,3339,
15,5128,1055,8278,
15,5128,1055,8278,
116,10625,2130,13775,
16,4404,897,7554,
16,4404,897,7554,
55,10070,1960,13220,
19,9365,1780,12515,
20,9404,1789,12554,
1,189,58,3339,
1,161,56,3311,
19,8209,1532,11359,
6,5269,1078,8419,
6,5269,1078,8419,
6,5269,1078,8419,
6,5269,1078,8419,
1,189,58,3339,
1,189,58,3339,
1,189,58,3339,
1,189,58,3339,
1,189,58,3339,
1,189,58,3339,
18,8834,1637,11984,
63,10188,1989,13338,
19,4274,860,7424,
19,4274,860,7424,
3,189,58,3339,
19,4274,860,7424,
20,4282,862,7432,
1,189,58,3339,
30,8209,1532,11359,
30,8209,1532,11359,
1,189,58,3339,
1,189,58,3339,
14,9157,1722,12307,
29,7815,1463,10965,
29,7815,1463,10965,
1,189,58,3339,
1,189,58,3339,
63,10582,2105,13732,
55,10625,2130,13775,
55,10625,2130,13775,
0,4105,827,7255,
2,2795,554,5945,
10,2169,439,5319,
4,3232,636,6382,
4,3232,636,6382,
42,7853,1470,11003,
27,5047,1038,8197,
2,3430,676,6580,
46,3232,636,6382,
162,7579,1426,10729,
250,10625,2130,13775,
49,8454,1569,11604,
4,570,140,3720,
7,2886,573,6036,
24,2880,573,6030,
1,570,140,3720,
114,9373,1783,12523,
114,9373,1783,12523,
18,9373,1783,12523,
18,9373,1783,12523,
3,1506,301,4656,
3,1506,301,4656,
25,1401,285,4551,
6,1401,285,4551,
23,1371,281,4521,
22,2858,563,6008,
24,2880,573,6030,
19,2608,519,5758,
24,2880,573,6030,
24,2880,573,6030,
35,2782,552,5932,
32,2639,524,5789,
35,2782,552,5932,
35,2782,552,5932,
49,4605,949,7755,
62,5114,1052,8264,
49,4605,949,7755,
35,2639,524,5789,
39,2782,552,5932,
30,2310,461,5460,
39,2782,552,5932,
35,2639,524,5789,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
0,10625,2130,13775,
3,1517,303,4667,
18,6271,1240,9421,
19,6304,1247,9454,
19,6304,1247,9454,
0,1245,252,4395,
0,1245,252,4395,
19,6304,1247,9454,
18,6271,1240,9421,
19,6304,1247,9454,
19,6304,1247,9454,
15,3832,782,6982,
15,3832,782,6982,
28,6304,1247,9454,
8,1245,252,4395,
8,1245,252,4395,
8,1245,252,4395,
6,6121,1218,9271,
6,6121,1218,9271,
4,6121,1218,9271,
1,3478,688,6628,
1,3478,688,6628,
1,3478,688,6628,
2,205,63,3355,
8,424,113,3574,
3,205,63,3355,
5,424,113,3574,
11,2100,428,5250,
3,205,63,3355,
11,2100,428,5250,
39,4652,956,7802,
8,3063,607,6213,
3,1984,404,5134,
1,1245,252,4395,
6,1984,404,5134,
14,1984,404,5134,
7,1984,404,5134,
22,8802,1630,11952,
22,8802,1630,11952,
16,3954,799,7104,
0,111,42,3261,
19,3636,729,6786,
65,9174,1728,12324,
15,2838,559,5988,
10,2942,587,6092,
197,6704,1318,9854,
197,6704,1318,9854,
27,1348,275,4498,
30,1609,321,4759,
26,1303,271,4453,
176,5938,1198,9088,
77,3109,614,6259,
270,9278,1763,12428,
49,4972,1023,8122,
49,4972,1023,8122,
82,8948,1671,12098,
17,1906,379,5056,
88,9168,1723,12318,
88,9168,1723,12318,
0,17,12,3167,
11,1245,252,4395,
4,58,22,3208,
4,58,22,3208,
5,95,36,3245,
4,58,22,3208,
4,58,22,3208,
8,192,58,3342,
8,192,58,3342,
51,8888,1657,12038,
5,1217,247,4367,
5,1217,247,4367,
11,2533,505,5683,
11,2533,505,5683,
5,1217,247,4367,
22,5388,1108,8538,
22,5388,1108,8538,
47,9164,1722,12314,
12,2773,552,5923,
12,2773,552,5923,
17,1245,252,4395,
235,9278,1763,12428,
235,9278,1763,12428,
0,1915,383,5065,
16,7354,1401,10504,
16,7354,1401,10504,
16,7354,1401,10504,
13,7343,1399,10493,
22,8869,1652,12019,
22,8869,1652,12019,
10,6387,1258,9537,
10,6387,1258,9537,
13,7343,1399,10493,
10,6387,1258,9537,
10,6387,1258,9537,
13,7343,1399,10493,
24,9194,1731,12344,
22,8869,1652,12019,
22,8869,1652,12019,
22,8869,1652,12019,
22,8869,1652,12019,
22,8869,1652,12019,
22,8869,1652,12019,
22,8869,1652,12019,
24,9194,1731,12344,
22,8869,1652,12019,
22,8869,1652,12019,
4,3513,699,6663,
1,1409,287,4559,
4,1409,287,4559,
1,1006,217,4156,
4,1409,287,4559,
1,1006,217,4156,
4,1409,287,4559,
