F61,F77,F88,F70,
7,4403,2244,5159,
30,7378,3245,8134,
3,425,205,1181,
65,7378,3245,8134,
24,7152,3058,7908,
23,7144,3053,7900,
33,7379,3245,8135,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
2,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
1,1801,1063,2557,
10,7378,3245,8134,
10,7378,3245,8134,
16,7379,3245,8135,
16,7379,3245,8135,
16,7379,3245,8135,
21,7378,3245,8134,
21,7379,3245,8135,
7,2543,1636,3299,
37,7378,3245,8134,
37,7379,3245,8135,
37,7379,3245,8135,
37,7379,3245,8135,
37,7379,3245,8135,
37,7379,3245,8135,
37,7379,3245,8135,
10,7379,3245,8135,
22,7379,3245,8135,
22,7378,3245,8134,
22,7379,3245,8135,
22,7379,3245,8135,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
5,1002,604,1758,
34,2863,1819,3619,
63,7378,3245,8134,
34,2863,1819,3619,
34,2863,1819,3619,
4,954,569,1710,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
34,2863,1819,3619,
15,2511,1615,3267,
17,7378,3245,8134,
17,7379,3245,8135,
17,7378,3245,8134,
29,7379,3245,8135,
29,7378,3245,8134,
19,7379,3245,8135,
19,7379,3245,8135,
19,7379,3245,8135,
19,7379,3245,8135,
19,7379,3245,8135,
19,7378,3245,8134,
13,7379,3245,8135,
13,7378,3245,8134,
12,7379,3245,8135,
12,7379,3245,8135,
12,7379,3245,8135,
17,7379,3245,8135,
17,7379,3245,8135,
17,7379,3245,8135,
17,7379,3245,8135,
17,7379,3245,8135,
17,7378,3245,8134,
11,7379,3245,8135,
11,7379,3245,8135,
11,7378,3245,8134,
12,7379,3245,8135,
12,7379,3245,8135,
17,7378,3245,8134,
17,7379,3245,8135,
17,7378,3245,8134,
21,7378,3245,8134,
21,7379,3245,8135,
11,7379,3245,8135,
11,7379,3245,8135,
5,1404,858,2160,
18,5693,2518,6449,
42,7378,3245,8134,
42,7378,3245,8134,
15,7378,3245,8134,
15,7379,3245,8135,
22,6898,2943,7654,
5,7378,3245,8134,
5,7379,3245,8135,
5,7379,3245,8135,
5,7379,3245,8135,
5,7379,3245,8135,
8,7378,3245,8134,
23,7379,3245,8135,
23,7379,3245,8135,
23,7379,3245,8135,
8,7379,3245,8135,
24,7378,3245,8134,
46,7379,3245,8135,
46,7379,3245,8135,
46,7379,3245,8135,
23,4477,2259,5233,
14,3488,1997,4244,
14,3488,1997,4244,
13,3456,1985,4212,
13,3456,1985,4212,
1,550,327,1306,
7,550,327,1306,
9,7378,3245,8134,
9,7378,3245,8134,
11,4892,2328,5648,
11,7378,3245,8134,
38,7378,3245,8134,
38,7378,3245,8134,
28,5980,2592,6736,
13,2088,1262,2844,
46,7378,3245,8134,
28,5980,2592,6736,
159,7378,3245,8134,
159,7378,3245,8134,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
3,160,66,916,
120,6363,2678,7119,
7,550,327,1306,
159,7379,3245,8135,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
134,6688,2788,7444,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
9,583,346,1339,
7,550,327,1306,
47,1956,1165,2712,
92,5450,2487,6206,
7,550,327,1306,
7,550,327,1306,
137,6764,2829,7520,
159,7378,3245,8134,
137,6764,2829,7520,
159,7378,3245,8134,
7,550,327,1306,
96,5644,2517,6400,
7,550,327,1306,
92,5450,2487,6206,
159,7378,3245,8134,
159,7378,3245,8134,
9,7378,3245,8134,
1,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
29,7378,3245,8134,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
2,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
52,7378,3245,8134,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
7,550,327,1306,
4,3045,1908,3801,
1,550,327,1306,
1,550,327,1306,
9,5644,2517,6400,
12,7378,3245,8134,
5,1070,642,1826,
17,7378,3245,8134,
17,7378,3245,8134,
10,5980,2592,6736,
1,550,327,1306,
1,550,327,1306,
2,4830,2318,5586,
1,3628,2049,4384,
1,3628,2049,4384,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
36,2926,1850,3682,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
2,104,41,860,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
44,3163,1941,3919,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
81,5834,2540,6590,
6,564,334,1320,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
5,550,327,1306,
83,6363,2678,7119,
94,6941,2951,7697,
5,550,327,1306,
5,550,327,1306,
96,7010,2972,7766,
5,550,327,1306,
5,550,327,1306,
96,7010,2972,7766,
51,3694,2067,4450,
96,7010,2972,7766,
5,550,327,1306,
10,592,353,1348,
2,1862,1103,2618,
4,550,327,1306,
1,384,170,1140,
0,550,327,1306,
0,550,327,1306,
6,7378,3245,8134,
0,550,327,1306,
10,7378,3245,8134,
10,7378,3245,8134,
2,910,521,1666,
2,910,521,1666,
14,7378,3245,8134,
0,42,18,798,
14,7378,3245,8134,
9,7378,3245,8134,
10,7378,3245,8134,
8,7378,3245,8134,
8,7378,3245,8134,
2,6268,2659,7024,
2,2473,1574,3229,
10,7379,3245,8135,
16,2822,1810,3578,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
51,7378,3245,8134,
4,1793,1054,2549,
51,7378,3245,8134,
23,7379,3245,8135,
0,38,18,794,
0,38,18,794,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
53,7378,3245,8134,
13,577,342,1333,
13,577,342,1333,
62,4096,2207,4852,
107,7379,3245,8135,
107,7379,3245,8135,
107,7379,3245,8135,
107,7379,3245,8135,
107,7379,3245,8135,
0,9,5,765,
107,7378,3245,8134,
0,95,39,851,
54,6726,2802,7482,
40,6113,2627,6869,
10,7378,3245,8134,
66,7379,3245,8135,
103,7379,3245,8135,
103,7379,3245,8135,
12,1625,970,2381,
103,7379,3245,8135,
103,7379,3245,8135,
103,7379,3245,8135,
92,7005,2971,7761,
103,7379,3245,8135,
103,7379,3245,8135,
103,7379,3245,8135,
103,7379,3245,8135,
103,7379,3245,8135,
103,7378,3245,8134,
0,30,13,786,
103,7378,3245,8134,
12,7379,3245,8135,
56,7378,3245,8134,
56,7379,3245,8135,
56,7379,3245,8135,
56,7379,3245,8135,
51,6864,2922,7620,
2,4282,2226,5038,
12,4900,2329,5656,
1,214,81,970,
6,1851,1098,2607,
6,1851,1098,2607,
13,2821,1809,3577,
13,2821,1809,3577,
13,2821,1809,3577,
28,4900,2329,5656,
28,4900,2329,5656,
24,4516,2265,5272,
28,4900,2329,5656,
0,2596,1671,3352,
13,4222,2218,4978,
4,2582,1661,3338,
4,2582,1661,3338,
4,2582,1661,3338,
11,4098,2207,4854,
0,1041,625,1797,
4,2530,1627,3286,
5,4092,2207,4848,
7,353,147,1109,
10,1499,895,2255,
22,7379,3245,8135,
6,912,522,1668,
22,7378,3245,8134,
22,7378,3245,8134,
5,908,520,1664,
5,908,520,1664,
22,7379,3245,8135,
15,5644,2517,6400,
22,7379,3245,8135,
2,3748,2082,4504,
0,577,342,1333,
0,577,342,1333,
10,916,529,1672,
5,839,487,1595,
5,839,487,1595,
10,916,529,1672,
10,916,529,1672,
10,916,529,1672,
5,839,487,1595,
10,916,529,1672,
7,2372,1495,3128,
21,7379,3245,8135,
21,7379,3245,8135,
11,4826,2316,5582,
21,7379,3245,8135,
11,4826,2316,5582,
11,4826,2316,5582,
21,7379,3245,8135,
7,7378,3245,8134,
2,2734,1761,3490,
2,2734,1761,3490,
1,2060,1245,2816,
9,7378,3245,8134,
9,7379,3245,8135,
9,7378,3245,8134,
2,4826,2316,5582,
3,6859,2921,7615,
7,7379,3245,8135,
7,7378,3245,8134,
7,7378,3245,8134,
10,6607,2741,7363,
11,6726,2802,7482,
7,7378,3245,8134,
7,7378,3245,8134,
6,4551,2270,5307,
6,4551,2270,5307,
6,4551,2270,5307,
6,4551,2270,5307,
6,4551,2270,5307,
4,4826,2316,5582,
4,4826,2316,5582,
4,4826,2316,5582,
0,116,47,872,
8,6607,2741,7363,
14,7378,3245,8134,
14,7378,3245,8134,
14,7378,3245,8134,
14,7378,3245,8134,
14,7378,3245,8134,
14,7378,3245,8134,
14,7378,3245,8134,
0,2060,1245,2816,
10,7378,3245,8134,
10,7378,3245,8134,
10,7378,3245,8134,
10,7378,3245,8134,
15,7379,3245,8135,
9,7379,3245,8135,
9,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
20,7378,3245,8134,
20,7378,3245,8134,
12,6460,2697,7216,
12,7379,3245,8135,
12,7379,3245,8135,
4,6726,2802,7482,
9,7379,3245,8135,
3,3788,2103,4544,
7,7379,3245,8135,
7,7379,3245,8135,
12,7379,3245,8135,
12,7379,3245,8135,
12,7379,3245,8135,
27,1550,934,2306,
27,1550,934,2306,
27,1550,934,2306,
8,7378,3245,8134,
20,7379,3245,8135,
20,7379,3245,8135,
20,7379,3245,8135,
20,7379,3245,8135,
20,7379,3245,8135,
9,5815,2537,6571,
20,7379,3245,8135,
20,7379,3245,8135,
24,3366,1965,4122,
20,3340,1960,4096,
20,3340,1960,4096,
20,3340,1960,4096,
24,3366,1965,4122,
24,3366,1965,4122,
4,7379,3245,8135,
2,2750,1773,3506,
9,7379,3245,8135,
9,7378,3245,8134,
9,4426,2246,5182,
9,4426,2246,5182,
9,4426,2246,5182,
10,7379,3245,8135,
9,4426,2246,5182,
18,7379,3245,8135,
18,7378,3245,8134,
18,7378,3245,8134,
12,7379,3245,8135,
9,7378,3245,8134,
9,7378,3245,8134,
9,7378,3245,8134,
9,7378,3245,8134,
9,7378,3245,8134,
9,7378,3245,8134,
53,7379,3245,8135,
53,7379,3245,8135,
53,7379,3245,8135,
53,7379,3245,8135,
53,7379,3245,8135,
53,7378,3245,8134,
6,7379,3245,8135,
28,6480,2699,7236,
28,6480,2699,7236,
27,6373,2680,7129,
28,6480,2699,7236,
16,2734,1761,3490,
0,101,40,857,
23,5107,2397,5863,
8,1029,618,1785,
28,6480,2699,7236,
28,6480,2699,7236,
28,6480,2699,7236,
28,6480,2699,7236,
28,6480,2699,7236,
17,7379,3245,8135,
17,7379,3245,8135,
7,7378,3245,8134,
4,1655,984,2411,
14,7378,3245,8134,
23,7378,3245,8134,
23,7378,3245,8134,
17,7379,3245,8135,
17,7378,3245,8134,
17,7379,3245,8135,
6,7379,3245,8135,
10,7379,3245,8135,
1,115,47,871,
2,2768,1782,3524,
2,2768,1782,3524,
9,7379,3245,8135,
6,7379,3245,8135,
1,177,72,933,
13,7379,3245,8135,
13,7379,3245,8135,
21,7378,3245,8134,
16,3463,1987,4219,
38,7379,3245,8135,
35,7379,3245,8135,
8,7379,3245,8135,
7,7379,3245,8135,
9,7378,3245,8134,
53,7379,3245,8135,
14,7378,3245,8134,
203,7379,3245,8135,
52,1255,779,2011,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
31,805,467,1561,
203,7379,3245,8135,
186,6636,2759,7392,
203,7379,3245,8135,
96,2724,1759,3480,
203,7379,3245,8135,
203,7378,3245,8134,
203,7379,3245,8135,
203,7379,3245,8135,
203,7378,3245,8134,
203,7378,3245,8134,
203,7379,3245,8135,
203,7379,3245,8135,
203,7379,3245,8135,
203,7378,3245,8134,
203,7378,3245,8134,
35,930,543,1686,
203,7378,3245,8134,
203,7378,3245,8134,
203,7378,3245,8134,
203,7378,3245,8134,
203,7378,3245,8134,
186,6636,2759,7392,
203,7379,3245,8135,
203,7379,3245,8135,
203,7378,3245,8134,
203,7379,3245,8135,
203,7379,3245,8135,
9,7379,3245,8135,
5,7378,3245,8134,
5,7378,3245,8134,
7,7379,3245,8135,
7,7379,3245,8135,
20,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
16,6636,2759,7392,
16,6636,2759,7392,
16,6636,2759,7392,
16,6636,2759,7392,
16,6636,2759,7392,
22,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
22,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7378,3245,8134,
15,7378,3245,8134,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
15,7379,3245,8135,
2,2319,1454,3075,
2,2319,1454,3075,
1,2117,1291,2873,
2,2958,1859,3714,
15,6636,2759,7392,
15,6636,2759,7392,
15,6636,2759,7392,
14,7379,3245,8135,
3,2319,1454,3075,
0,2052,1239,2808,
18,7379,3245,8135,
14,7379,3245,8135,
14,7379,3245,8135,
14,7379,3245,8135,
13,6636,2759,7392,
13,6636,2759,7392,
13,6636,2759,7392,
13,6636,2759,7392,
13,6636,2759,7392,
16,7379,3245,8135,
16,7379,3245,8135,
16,7378,3245,8134,
16,7379,3245,8135,
1,954,569,1710,
17,7379,3245,8135,
3,2052,1239,2808,
14,2052,1239,2808,
5,7379,3245,8135,
19,7379,3245,8135,
0,16,10,772,
24,7378,3245,8134,
24,7378,3245,8134,
24,7378,3245,8134,
45,7379,3245,8135,
1,16,10,772,
1,16,10,772,
45,7378,3245,8134,
0,16,10,772,
10,7379,3245,8135,
38,7379,3245,8135,
41,7379,3245,8135,
41,7378,3245,8134,
2,16,10,772,
25,7378,3245,8134,
4,2059,1245,2815,
4,2059,1245,2815,
35,7379,3245,8135,
32,7378,3245,8134,
16,7378,3245,8134,
22,7379,3245,8135,
22,7378,3245,8134,
45,7379,3245,8135,
2,16,10,772,
1,3,3,759,
40,7379,3245,8135,
13,7378,3245,8134,
77,7379,3245,8135,
1,16,10,772,
77,7379,3245,8135,
37,3828,2121,4584,
54,7379,3245,8135,
54,7379,3245,8135,
54,7379,3245,8135,
40,7378,3245,8134,
20,7378,3245,8134,
24,7379,3245,8135,
20,2163,1312,2919,
10,421,200,1177,
47,7378,3245,8134,
47,7378,3245,8134,
47,7379,3245,8135,
22,7379,3245,8135,
0,16,10,772,
21,7379,3245,8135,
1,47,20,803,
1,47,20,803,
1,47,20,803,
1,47,20,803,
8,7379,3245,8135,
2,140,55,896,
2,140,55,896,
28,7379,3245,8135,
7,7378,3245,8134,
7,7378,3245,8134,
7,7378,3245,8134,
25,7378,3245,8134,
16,2054,1242,2810,
22,2163,1312,2919,
1,16,10,772,
55,7379,3245,8135,
26,2068,1252,2824,
85,7379,3245,8135,
85,7379,3245,8135,
85,7379,3245,8135,
85,7379,3245,8135,
12,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
0,7379,3245,8135,
